freq,T_b,Flux,T_RJ
Float,Float,Float,Float
GHz,K,Jy,K
Frequency,Brightness temperature,Total flux,Rayleigh-Jeans temperature
3827.0,59.6081,897.7,8.8231
3828.0,59.6086,897.7,8.8182
3829.0,59.6091,897.7,8.8133
3830.0,59.6096,897.7,8.8084
3831.0,59.6101,897.6,8.8035
3832.0,59.6106,897.6,8.7986
3833.0,59.6111,897.6,8.7937
3834.0,59.6116,897.6,8.7889
3835.0,59.6122,897.5,8.784
3836.0,59.6127,897.5,8.7791
3837.0,59.6133,897.5,8.7743
3838.0,59.6138,897.4,8.7694
3839.0,59.6143,897.4,8.7646
3840.0,59.6149,897.4,8.7597
3841.0,59.6154,897.3,8.7549
3842.0,59.616,897.3,8.75
3843.0,59.6165,897.3,8.7451
3844.0,59.617,897.3,8.7403
3845.0,59.6176,897.2,8.7354
3846.0,59.6181,897.2,8.7306
3847.0,59.6187,897.2,8.7258
3848.0,59.6192,897.1,8.721
3849.0,59.6198,897.1,8.7162
3850.0,59.6204,897.1,8.7114
3851.0,59.6209,897.0,8.7066
3852.0,59.6215,897.0,8.7018
3853.0,59.622,897.0,8.697
3854.0,59.6226,896.9,8.6921
3855.0,59.6231,896.9,8.6873
3856.0,59.6237,896.9,8.6825
3857.0,59.6243,896.8,8.6777
3858.0,59.6248,896.8,8.6729
3859.0,59.6254,896.8,8.6681
3860.0,59.6259,896.7,8.6633
3861.0,59.6265,896.7,8.6585
3862.0,59.6271,896.7,8.6537
3863.0,59.6276,896.7,8.6489
3864.0,59.6282,896.6,8.6441
3865.0,59.6287,896.6,8.6393
3866.0,59.6293,896.6,8.6346
3867.0,59.6298,896.5,8.6298
3868.0,59.6304,896.5,8.625
3869.0,59.6309,896.5,8.6203
3870.0,59.6314,896.4,8.6155
3871.0,59.632,896.4,8.6108
3872.0,59.6325,896.3,8.606
3873.0,59.6331,896.3,8.6013
3874.0,59.6336,896.3,8.5965
3875.0,59.6341,896.2,8.5917
3876.0,59.6347,896.2,8.587
3877.0,59.6352,896.2,8.5822
3878.0,59.6358,896.1,8.5775
3879.0,59.6363,896.1,8.5727
3880.0,59.6369,896.1,8.568
3881.0,59.6374,896.0,8.5632
3882.0,59.6379,896.0,8.5584
3883.0,59.6385,896.0,8.5537
3884.0,59.639,895.9,8.5489
3885.0,59.6396,895.9,8.5442
3886.0,59.6401,895.9,8.5394
3887.0,59.6407,895.8,8.5347
3888.0,59.6412,895.8,8.5299
3889.0,59.6417,895.8,8.5251
3890.0,59.6423,895.7,8.5204
3891.0,59.6428,895.7,8.5156
3892.0,59.6434,895.7,8.5109
3893.0,59.6439,895.6,8.5061
3894.0,59.6445,895.6,8.5014
3895.0,59.645,895.5,8.4967
3896.0,59.6455,895.5,8.492
3897.0,59.6461,895.5,8.4873
3898.0,59.6466,895.4,8.4826
3899.0,59.6472,895.4,8.4779
3900.0,59.6477,895.3,8.4732
3901.0,59.6483,895.3,8.4685
3902.0,59.6488,895.2,8.4638
3903.0,59.6494,895.2,8.4591
3904.0,59.6499,895.2,8.4544
3905.0,59.6505,895.1,8.4497
3906.0,59.651,895.1,8.445
3907.0,59.6516,895.0,8.4403
3908.0,59.6521,895.0,8.4356
3909.0,59.6526,895.0,8.4309
3910.0,59.6532,894.9,8.4262
3911.0,59.6537,894.9,8.4216
3912.0,59.6543,894.8,8.4169
3913.0,59.6548,894.8,8.4122
3914.0,59.6554,894.8,8.4075
3915.0,59.6559,894.7,8.4029
3916.0,59.6565,894.7,8.3982
3917.0,59.657,894.7,8.3935
3918.0,59.6576,894.6,8.3889
3919.0,59.6581,894.6,8.3842
3920.0,59.6587,894.5,8.3795
3921.0,59.6592,894.5,8.3748
3922.0,59.6598,894.5,8.3702
3923.0,59.6603,894.4,8.3655
3924.0,59.6609,894.4,8.3609
3925.0,59.6614,894.4,8.3563
3926.0,59.6619,894.3,8.3516
3927.0,59.6625,894.3,8.347
3928.0,59.663,894.2,8.3423
3929.0,59.6636,894.2,8.3377
3930.0,59.6641,894.1,8.3331
3931.0,59.6647,894.1,8.3285
3932.0,59.6653,894.1,8.3238
3933.0,59.6658,894.0,8.3192
3934.0,59.6664,894.0,8.3146
3935.0,59.667,894.0,8.31
3936.0,59.6676,893.9,8.3054
3937.0,59.6681,893.9,8.3008
3938.0,59.6686,893.9,8.2962
3939.0,59.6691,893.8,8.2916
3940.0,59.6697,893.7,8.2869
3941.0,59.6702,893.7,8.2823
3942.0,59.6708,893.6,8.2777
3943.0,59.6714,893.6,8.2732
3944.0,59.672,893.6,8.2686
3945.0,59.6723,893.5,8.2639
3946.0,59.6736,893.5,8.2596
3947.0,59.6736,893.4,8.2548
3948.0,59.6741,893.4,8.2502
3949.0,59.7146,895.3,8.2639
3950.0,59.6752,893.3,8.241
3951.0,59.6758,893.2,8.2365
3952.0,59.6763,893.2,8.2318
3953.0,59.696,894.1,8.2361
3954.0,59.6915,893.8,8.2291
3955.0,59.6778,893.1,8.2181
3956.0,59.6784,893.0,8.2135
3957.0,59.6789,893.0,8.209
3958.0,59.6795,892.9,8.2044
3959.0,59.6801,892.9,8.1998
3960.0,59.6807,892.8,8.1953
3961.0,59.6813,892.8,8.1907
3962.0,59.6819,892.7,8.1862
3963.0,59.6824,892.7,8.1816
3964.0,59.683,892.7,8.1771
3965.0,59.6835,892.6,8.1726
3966.0,59.6841,892.6,8.168
3967.0,59.6846,892.5,8.1635
3968.0,59.6851,892.5,8.1589
3969.0,59.6857,892.4,8.1544
3970.0,59.6862,892.4,8.1498
3971.0,59.6867,892.3,8.1453
3972.0,59.6872,892.3,8.1408
3973.0,59.6878,892.2,8.1363
3974.0,59.6883,892.2,8.1317
3975.0,59.689,892.1,8.1272
3976.0,59.6895,892.1,8.1226
3977.0,61.0501,961.0,8.7455
3978.0,59.6906,892.0,8.1137
3979.0,59.6912,891.9,8.1091
3980.0,59.6919,891.9,8.1046
3981.0,59.6924,891.8,8.1001
3982.0,59.6929,891.8,8.0956
3983.0,59.6934,891.7,8.0911
3984.0,59.6939,891.7,8.0866
3985.0,59.6945,891.6,8.0821
3986.0,59.695,891.6,8.0776
3987.0,59.6955,891.5,8.0731
3988.0,59.6961,891.5,8.0686
3989.0,59.6967,891.4,8.0642
3990.0,59.6973,891.4,8.0597
3991.0,59.6979,891.4,8.0552
3992.0,59.6985,891.3,8.0508
3993.0,59.6991,891.3,8.0463
3994.0,59.6996,891.2,8.0418
3995.0,59.7001,891.1,8.0373
3996.0,59.7007,891.1,8.0328
3997.0,59.7012,891.1,8.0283
3998.0,59.7017,891.0,8.0238
3999.0,59.7023,890.9,8.0194
4000.0,59.7463,893.1,8.0345
4001.0,59.7033,890.9,8.0105
4002.0,59.7038,890.8,8.006
4003.0,59.7045,890.8,8.0015
4004.0,59.7054,890.7,7.9973
4005.0,59.7059,890.7,7.9928
4006.0,59.7064,890.6,7.9883
4007.0,59.707,890.6,7.9839
4008.0,59.7074,890.5,7.9794
4009.0,59.708,890.4,7.9749
4010.0,59.7085,890.4,7.9705
4011.0,59.709,890.3,7.966
4012.0,59.7095,890.3,7.9616
4013.0,59.7101,890.2,7.9571
4014.0,59.7106,890.2,7.9527
4015.0,59.7112,890.1,7.9482
4016.0,59.7117,890.1,7.9438
4017.0,59.7123,890.0,7.9394
4018.0,59.7129,890.0,7.935
4019.0,59.7135,889.9,7.9306
4020.0,59.7141,889.9,7.9262
4021.0,59.7147,889.8,7.9218
4022.0,59.7152,889.8,7.9174
4023.0,59.7158,889.7,7.913
4024.0,59.7163,889.7,7.9086
4025.0,59.7169,889.6,7.9042
4026.0,59.7174,889.6,7.8998
4027.0,59.718,889.5,7.8953
4028.0,59.7185,889.5,7.8909
4029.0,59.7191,889.4,7.8865
4030.0,59.7196,889.4,7.8822
4031.0,59.7202,889.3,7.8778
4032.0,59.7208,889.3,7.8734
4033.0,59.7213,889.2,7.869
4034.0,59.7219,889.2,7.8646
4035.0,59.7225,889.1,7.8602
4036.0,59.723,889.0,7.8558
4037.0,59.7236,889.0,7.8514
4038.0,59.7241,888.9,7.847
4039.0,59.7247,888.9,7.8426
4040.0,59.7252,888.8,7.8383
4041.0,59.7257,888.7,7.8339
4042.0,59.7262,888.6,7.8296
4043.0,59.7268,888.6,7.8252
4044.0,59.7274,888.6,7.8209
4045.0,59.7281,888.5,7.8165
4046.0,59.7305,888.6,7.813
4047.0,59.7292,888.4,7.8079
4048.0,59.7297,888.3,7.8035
4049.0,59.732,888.4,7.7999
4050.0,59.7308,888.2,7.7948
4051.0,59.7335,888.3,7.7914
4052.0,59.732,888.1,7.786
4053.0,59.7348,888.2,7.7827
4054.0,59.7352,888.1,7.7783
4055.0,59.735,888.0,7.7737
4056.0,59.7344,887.9,7.7688
4057.0,59.7347,887.8,7.7643
4058.0,59.7354,887.8,7.7601
4059.0,59.736,887.7,7.7558
4060.0,59.7365,887.7,7.7514
4061.0,59.737,887.6,7.7471
4062.0,59.7377,887.5,7.7428
4063.0,59.7382,887.5,7.7385
4064.0,59.7388,887.4,7.7342
4065.0,59.7393,887.4,7.7299
4066.0,59.7398,887.3,7.7255
4067.0,59.7405,887.3,7.7213
4068.0,59.7409,887.2,7.7168
4069.0,59.7416,887.1,7.7126
4070.0,59.7421,887.1,7.7083
4071.0,59.7426,887.0,7.704
4072.0,59.7432,887.0,7.6997
4073.0,59.7438,886.9,7.6954
4074.0,59.7446,886.9,7.6912
4075.0,59.7449,886.8,7.6868
4076.0,59.7454,886.7,7.6825
4077.0,59.746,886.7,7.6782
4078.0,59.7466,886.6,7.674
4079.0,59.7486,886.6,7.6704
4080.0,59.7484,886.5,7.6657
4081.0,59.7484,886.4,7.6612
4082.0,59.7487,886.4,7.6568
4083.0,59.7493,886.3,7.6526
4084.0,59.7499,886.2,7.6483
4085.0,59.7506,886.2,7.6441
4086.0,59.7512,886.1,7.6398
4087.0,59.7517,886.1,7.6356
4088.0,59.7522,886.0,7.6313
4089.0,59.7532,886.0,7.6272
4090.0,59.7541,885.9,7.623
4091.0,59.7539,885.8,7.6185
4092.0,59.7545,885.8,7.6143
4093.0,59.7551,885.7,7.61
4094.0,59.7556,885.6,7.6057
4095.0,59.7562,885.6,7.6015
4096.0,59.7568,885.5,7.5973
4097.0,59.7574,885.4,7.593
4098.0,59.7579,885.4,7.5888
4099.0,59.7584,885.3,7.5846
4100.0,59.759,885.3,7.5803
4101.0,59.7596,885.2,7.5761
4102.0,59.7601,885.1,7.5718
4103.0,59.7607,885.1,7.5676
4104.0,59.7613,885.0,7.5634
4105.0,59.7619,884.9,7.5592
4106.0,59.7625,884.8,7.555
4107.0,59.763,884.8,7.5508
4108.0,59.7636,884.7,7.5466
4109.0,59.7642,884.7,7.5423
4110.0,59.7658,884.7,7.5386
4111.0,59.7653,884.6,7.5339
4112.0,59.7659,884.5,7.5297
4113.0,59.7664,884.4,7.5255
4114.0,59.767,884.4,7.5214
4115.0,59.7676,884.3,7.5172
4116.0,59.7682,884.3,7.513
4117.0,59.7687,884.2,7.5088
4118.0,59.7693,884.2,7.5045
4119.0,59.7698,884.1,7.5003
4120.0,59.7705,884.0,7.4962
4121.0,59.771,883.9,7.492
4122.0,59.7715,883.9,7.4878
4123.0,59.772,883.8,7.4836
4124.0,59.7726,883.7,7.4794
4125.0,59.7731,883.7,7.4752
4126.0,59.7737,883.6,7.471
4127.0,59.7743,883.5,7.4669
4128.0,59.7749,883.5,7.4627
4129.0,59.7755,883.4,7.4586
4130.0,59.7763,883.3,7.4545
4131.0,59.7766,883.3,7.4502
4132.0,59.7779,883.2,7.4463
4133.0,59.7784,883.2,7.4422
4134.0,59.7784,883.1,7.4378
4135.0,59.7789,883.0,7.4336
4136.0,59.7794,882.9,7.4294
4137.0,59.7801,882.9,7.4254
4138.0,59.7808,882.8,7.4213
4139.0,59.781,882.7,7.417
4140.0,59.7817,882.7,7.4129
4141.0,59.7823,882.6,7.4087
4142.0,59.7829,882.6,7.4046
4143.0,59.7835,882.5,7.4004
4144.0,59.7841,882.4,7.3963
4145.0,59.7846,882.3,7.3921
4146.0,59.7852,882.3,7.388
4147.0,59.7858,882.2,7.3839
4148.0,59.7863,882.1,7.3798
4149.0,59.7869,882.1,7.3757
4150.0,59.7883,882.0,7.3719
4151.0,59.788,881.9,7.3674
4152.0,59.7886,881.9,7.3633
4153.0,59.7892,881.8,7.3592
4154.0,59.7898,881.8,7.3551
4155.0,59.7904,881.7,7.351
4156.0,59.791,881.6,7.3469
4157.0,59.7915,881.5,7.3428
4158.0,59.792,881.5,7.3386
4159.0,59.7926,881.4,7.3345
4160.0,59.7932,881.3,7.3305
4161.0,59.7939,881.2,7.3264
4162.0,59.7945,881.2,7.3223
4163.0,59.7952,881.1,7.3183
4164.0,59.7958,881.1,7.3143
4165.0,59.7965,881.0,7.3101
4166.0,60.0371,893.2,7.4087
4167.0,60.4509,914.5,7.5811
4168.0,59.7986,880.8,7.2981
4169.0,59.7992,880.7,7.294
4170.0,59.7999,880.7,7.29
4171.0,59.8005,880.6,7.286
4172.0,59.8012,880.5,7.2819
4173.0,59.8019,880.5,7.2779
4174.0,59.8025,880.4,7.2739
4175.0,59.8031,880.3,7.2698
4176.0,59.8038,880.3,7.2658
4177.0,59.8045,880.2,7.2618
4178.0,59.8051,880.1,7.2577
4179.0,59.8058,880.1,7.2537
4180.0,59.8065,880.0,7.2497
4181.0,59.8071,879.9,7.2457
4182.0,59.8078,879.9,7.2417
4183.0,59.8085,879.8,7.2377
4184.0,59.8092,879.7,7.2337
4185.0,59.8098,879.7,7.2296
4186.0,59.8104,879.6,7.2256
4187.0,59.8112,879.5,7.2217
4188.0,59.8118,879.5,7.2177
4189.0,59.8125,879.4,7.2137
4190.0,59.8133,879.3,7.2097
4191.0,59.9702,887.3,7.2715
4192.0,59.8145,879.2,7.2016
4193.0,59.8152,879.1,7.1977
4194.0,59.8159,879.1,7.1937
4195.0,59.8166,879.0,7.1897
4196.0,59.8172,878.9,7.1857
4197.0,59.8178,878.9,7.1817
4198.0,59.8184,878.8,7.1777
4199.0,59.8191,878.8,7.1738
4200.0,59.8198,878.7,7.1698
4201.0,59.8205,878.6,7.1658
4202.0,59.8212,878.5,7.1618
4203.0,59.8219,878.4,7.1579
4204.0,59.8225,878.3,7.1539
4205.0,59.8232,878.3,7.1499
4206.0,59.8239,878.2,7.146
4207.0,59.8245,878.1,7.142
4208.0,59.8252,878.1,7.1381
4209.0,59.8258,878.0,7.1341
4210.0,59.8264,877.9,7.1302
4211.0,59.8271,877.9,7.1262
4212.0,59.8277,877.8,7.1222
4213.0,59.8284,877.8,7.1183
4214.0,59.8292,877.7,7.1143
4215.0,59.8299,877.6,7.1104
4216.0,59.8305,877.6,7.1065
4217.0,59.8312,877.5,7.1025
4218.0,60.0498,888.6,7.1896
4219.0,59.8326,877.3,7.0947
4220.0,59.8332,877.2,7.0907
4221.0,59.8339,877.2,7.0868
4222.0,59.8345,877.1,7.0829
4223.0,59.8352,877.0,7.079
4224.0,59.8359,877.0,7.075
4225.0,59.8366,876.9,7.0711
4226.0,59.8372,876.8,7.0672
4227.0,59.8379,876.7,7.0632
4228.0,59.8385,876.7,7.0593
4229.0,59.8392,876.6,7.0554
4230.0,59.8399,876.5,7.0515
4231.0,59.8405,876.5,7.0476
4232.0,59.8412,876.4,7.0437
4233.0,59.8419,876.3,7.0398
4234.0,59.8426,876.3,7.0359
4235.0,59.8433,876.2,7.032
4236.0,59.844,876.1,7.0281
4237.0,59.8447,876.1,7.0242
4238.0,59.8453,876.0,7.0203
4239.0,59.846,875.9,7.0164
4240.0,59.8809,877.6,7.0266
4241.0,59.8472,875.7,7.0086
4242.0,59.8479,875.7,7.0047
4243.0,59.8486,875.6,7.0009
4244.0,59.8493,875.6,6.997
4245.0,59.8501,875.5,6.9931
4246.0,59.8507,875.4,6.9892
4247.0,59.8514,875.3,6.9853
4248.0,59.852,875.3,6.9814
4249.0,59.8527,875.2,6.9776
4250.0,59.8534,875.1,6.9737
4251.0,59.854,875.0,6.9698
4252.0,59.8547,874.9,6.966
4253.0,59.8554,874.9,6.9621
4254.0,59.8561,874.8,6.9582
4255.0,59.8567,874.7,6.9544
4256.0,59.8574,874.6,6.9505
4257.0,59.8581,874.6,6.9466
4258.0,59.8588,874.5,6.9428
4259.0,59.8594,874.4,6.9389
4260.0,59.8601,874.3,6.9351
4261.0,59.8608,874.3,6.9313
4262.0,59.8614,874.2,6.9274
4263.0,59.8621,874.1,6.9236
4264.0,59.8628,874.1,6.9197
4265.0,59.8635,874.0,6.9159
4266.0,59.8641,873.9,6.912
4267.0,59.8648,873.8,6.9082
4268.0,59.8655,873.8,6.9044
4269.0,59.8662,873.7,6.9006
4270.0,59.8668,873.6,6.8967
4271.0,59.8675,873.5,6.8929
4272.0,59.8682,873.5,6.8891
4273.0,59.8689,873.4,6.8853
4274.0,59.8695,873.3,6.8814
4275.0,59.8702,873.2,6.8776
4276.0,59.8709,873.2,6.8738
4277.0,59.8716,873.1,6.87
4278.0,59.8723,873.0,6.8662
4279.0,59.8729,872.9,6.8624
4280.0,59.8736,872.9,6.8586
4281.0,59.8743,872.8,6.8548
4282.0,59.875,872.7,6.851
4283.0,59.8756,872.6,6.8472
4284.0,59.8763,872.6,6.8435
4285.0,59.877,872.5,6.8397
4286.0,59.8777,872.4,6.8359
4287.0,59.8784,872.3,6.8321
4288.0,59.879,872.2,6.8283
4289.0,59.8797,872.2,6.8245
4290.0,59.8804,872.1,6.8208
4291.0,59.8811,872.0,6.817
4292.0,59.8818,871.9,6.8132
4293.0,59.8824,871.9,6.8094
4294.0,59.8831,871.8,6.8056
4295.0,59.8838,871.7,6.8018
4296.0,59.8845,871.6,6.798
4297.0,59.8851,871.5,6.7943
4298.0,59.8858,871.5,6.7905
4299.0,59.8865,871.4,6.7867
4300.0,59.8872,871.3,6.7829
4301.0,59.8879,871.2,6.7791
4302.0,59.8885,871.1,6.7754
4303.0,59.8892,871.1,6.7716
4304.0,59.8899,871.0,6.7679
4305.0,59.8906,870.9,6.7641
4306.0,59.8913,870.8,6.7604
4307.0,59.892,870.7,6.7566
4308.0,59.8927,870.7,6.7529
4309.0,59.8934,870.6,6.7491
4310.0,59.8941,870.5,6.7454
4311.0,59.8948,870.4,6.7417
4312.0,59.8955,870.3,6.7379
4313.0,59.8962,870.3,6.7342
4314.0,59.8968,870.2,6.7304
4315.0,59.8975,870.1,6.7267
4316.0,59.8982,870.0,6.7229
4317.0,59.8989,869.9,6.7192
4318.0,59.8996,869.9,6.7154
4319.0,59.9003,869.8,6.7117
4320.0,59.901,869.7,6.708
4321.0,59.9017,869.6,6.7043
4322.0,59.9023,869.5,6.7006
4323.0,59.903,869.4,6.6968
4324.0,59.9037,869.4,6.6931
4325.0,59.9044,869.3,6.6894
4326.0,59.9051,869.2,6.6857
4327.0,59.9058,869.1,6.682
4328.0,59.9065,869.0,6.6782
4329.0,59.9071,868.9,6.6745
4330.0,59.9078,868.9,6.6708
4331.0,59.9085,868.8,6.6671
4332.0,59.9091,868.7,6.6634
4333.0,59.9098,868.6,6.6597
4334.0,59.9105,868.5,6.656
4335.0,59.9111,868.4,6.6523
4336.0,59.9118,868.4,6.6486
4337.0,59.9125,868.3,6.6449
4338.0,59.9132,868.2,6.6412
4339.0,59.9139,868.2,6.6375
4340.0,59.9146,868.1,6.6338
4341.0,59.9154,868.0,6.6302
4342.0,59.9161,867.9,6.6265
4343.0,59.9168,867.9,6.6229
4344.0,59.9175,867.8,6.6192
4345.0,59.9181,867.7,6.6155
4346.0,59.9187,867.6,6.6118
4347.0,59.9194,867.5,6.6081
4348.0,59.9201,867.4,6.6044
4349.0,59.9207,867.3,6.6007
4350.0,59.9234,867.3,6.5979
4351.0,59.9228,867.2,6.5937
4352.0,59.9228,867.1,6.5898
4353.0,59.9235,867.0,6.5862
4354.0,59.9243,866.9,6.5825
4355.0,59.925,866.8,6.5788
4356.0,59.9277,866.9,6.576
4357.0,59.9269,866.7,6.5717
4358.0,59.9277,866.6,6.5681
4359.0,59.9282,866.5,6.5644
4360.0,59.9308,866.5,6.5615
4361.0,59.9302,866.4,6.5574
4362.0,59.9298,866.2,6.5533
4363.0,59.9307,866.2,6.5498
4364.0,59.9311,866.1,6.546
4365.0,59.9318,866.0,6.5423
4366.0,59.9325,865.9,6.5387
4367.0,59.9332,865.8,6.5351
4368.0,59.9339,865.7,6.5315
4369.0,59.9346,865.7,6.5278
4370.0,59.9353,865.6,6.5242
4371.0,59.936,865.5,6.5205
4372.0,59.9367,865.4,6.5169
4373.0,59.9374,865.3,6.5134
4374.0,59.938,865.2,6.5097
4375.0,59.9387,865.1,6.506
4376.0,59.9394,865.0,6.5024
4377.0,59.9401,865.0,6.4988
4378.0,59.9408,864.9,6.4952
4379.0,59.9415,864.8,6.4916
4380.0,59.9422,864.7,6.488
4381.0,59.9429,864.6,6.4845
4382.0,59.9435,864.5,6.4809
4383.0,59.9442,864.4,6.4773
4384.0,59.9449,864.4,6.4737
4385.0,59.9456,864.3,6.4701
4386.0,59.9463,864.2,6.4665
4387.0,59.947,864.1,6.4629
4388.0,59.9477,864.0,6.4593
4389.0,59.9484,864.0,6.4557
4390.0,59.9491,863.9,6.4521
4391.0,59.9498,863.8,6.4485
4392.0,59.9505,863.7,6.4449
4393.0,59.9512,863.6,6.4414
4394.0,59.9519,863.5,6.4378
4395.0,59.9526,863.4,6.4342
4396.0,59.9533,863.4,6.4307
4397.0,59.954,863.3,6.4271
4398.0,59.9547,863.2,6.4235
4399.0,59.9554,863.1,6.4199
4400.0,59.9561,863.0,6.4163
4401.0,59.9568,862.9,6.4127
4402.0,59.9574,862.8,6.4091
4403.0,59.9581,862.7,6.4056
4404.0,59.9588,862.6,6.402
4405.0,59.9595,862.5,6.3984
4406.0,59.9602,862.4,6.3949
4407.0,59.961,862.4,6.3914
4408.0,59.9619,862.3,6.3879
4409.0,59.9625,862.2,6.3843
4410.0,59.9631,862.1,6.3807
4411.0,59.9637,862.0,6.3772
4412.0,59.9643,861.9,6.3736
4413.0,59.965,861.8,6.37
4414.0,59.9657,861.8,6.3665
4415.0,59.9664,861.7,6.363
4416.0,59.9672,861.6,6.3595
4417.0,59.9679,861.5,6.356
4418.0,59.9686,861.4,6.3524
4419.0,59.9693,861.3,6.3489
4420.0,59.97,861.2,6.3454
4421.0,59.9707,861.1,6.3418
4422.0,59.9714,861.0,6.3383
4423.0,59.972,860.9,6.3348
4424.0,59.9727,860.8,6.3313
4425.0,59.9734,860.7,6.3278
4426.0,59.9741,860.6,6.3242
4427.0,59.9748,860.6,6.3207
4428.0,59.9755,860.5,6.3172
4429.0,59.9762,860.4,6.3137
4430.0,59.9769,860.3,6.3102
4431.0,59.9776,860.2,6.3067
4432.0,59.9783,860.1,6.3031
4433.0,59.979,860.0,6.2996
4434.0,59.9797,860.0,6.2961
4435.0,59.9804,859.9,6.2926
4436.0,59.9811,859.8,6.2891
4437.0,59.9818,859.7,6.2856
4438.0,59.9826,859.6,6.2822
4439.0,59.9833,859.5,6.2787
4440.0,59.984,859.4,6.2752
4441.0,59.9847,859.3,6.2717
4442.0,59.9854,859.2,6.2682
4443.0,59.986,859.2,6.2647
4444.0,59.9867,859.1,6.2612
4445.0,59.9874,858.9,6.2577
4446.0,59.9881,858.8,6.2542
4447.0,59.9888,858.7,6.2507
4448.0,59.9895,858.7,6.2472
4449.0,59.9903,858.6,6.2438
4450.0,59.9911,858.5,6.2404
4451.0,59.9922,858.4,6.2371
4452.0,59.9931,858.4,6.2337
4453.0,59.9942,858.3,6.2303
4454.0,59.9937,858.1,6.2264
4455.0,59.9944,858.0,6.223
4456.0,59.995,857.9,6.2195
4457.0,59.9958,857.8,6.2161
4458.0,59.9965,857.8,6.2126
4459.0,59.9973,857.7,6.2092
4460.0,59.998,857.6,6.2057
4461.0,59.9987,857.5,6.2022
4462.0,59.9994,857.4,6.1988
4463.0,60.0001,857.3,6.1953
4464.0,60.0008,857.2,6.1919
4465.0,60.0015,857.1,6.1884
4466.0,60.0021,857.0,6.185
4467.0,60.0028,856.9,6.1815
4468.0,60.2688,870.8,6.2791
4469.0,61.0057,910.2,6.5601
4470.0,60.0051,856.7,6.1713
4471.0,60.0058,856.6,6.1679
4472.0,60.0065,856.5,6.1645
4473.0,60.0072,856.3,6.161
4474.0,60.0079,856.2,6.1576
4475.0,60.0085,856.2,6.1541
4476.0,60.0092,856.1,6.1507
4477.0,60.0099,856.0,6.1473
4478.0,60.0106,855.9,6.1439
4479.0,60.0113,855.8,6.1405
4480.0,60.0122,855.7,6.1371
4481.0,60.0129,855.6,6.1337
4482.0,60.0136,855.5,6.1302
4483.0,60.0142,855.4,6.1268
4484.0,60.0149,855.3,6.1234
4485.0,60.0158,855.3,6.12
4486.0,60.0162,855.1,6.1166
4487.0,60.0169,855.0,6.1131
4488.0,60.0176,854.9,6.1097
4489.0,60.0183,854.8,6.1063
4490.0,60.0191,854.8,6.103
4491.0,60.0198,854.7,6.0996
4492.0,60.0206,854.6,6.0962
4493.0,60.0213,854.5,6.0928
4494.0,60.022,854.4,6.0894
4495.0,60.0227,854.3,6.086
4496.0,60.0233,854.2,6.0826
4497.0,60.024,854.1,6.0792
4498.0,60.0247,854.0,6.0758
4499.0,60.0254,853.9,6.0724
4500.0,60.0261,853.8,6.069
4501.0,60.0269,853.7,6.0657
4502.0,60.0276,853.6,6.0623
4503.0,60.0283,853.5,6.059
4504.0,60.029,853.4,6.0556
4505.0,60.0298,853.3,6.0522
4506.0,60.0305,853.2,6.0488
4507.0,60.0311,853.1,6.0455
4508.0,60.0318,853.0,6.0421
4509.0,60.0325,853.0,6.0388
4510.0,60.0333,852.9,6.0354
4511.0,60.0341,852.7,6.032
4512.0,62.1798,970.0,6.8584
4513.0,60.0358,852.6,6.0254
4514.0,60.0365,852.5,6.0221
4515.0,60.0368,852.4,6.0186
4516.0,60.0375,852.3,6.0152
4517.0,60.0382,852.2,6.0119
4518.0,60.0389,852.1,6.0085
4519.0,60.0397,852.0,6.0052
4520.0,60.0404,851.9,6.0019
4521.0,60.0411,851.8,5.9986
4522.0,60.0418,851.7,5.9952
4523.0,60.0425,851.6,5.9919
4524.0,60.0432,851.5,5.9885
4525.0,60.0439,851.4,5.9852
4526.0,60.0447,851.3,5.9819
4527.0,60.0453,851.2,5.9785
4528.0,60.046,851.1,5.9752
4529.0,60.0468,851.0,5.9719
4530.0,60.0475,850.9,5.9686
4531.0,60.0483,850.8,5.9653
4532.0,60.0489,850.7,5.962
4533.0,60.0496,850.6,5.9586
4534.0,60.0503,850.5,5.9553
4535.0,60.051,850.4,5.9519
4536.0,60.3263,864.9,6.0505
4537.0,60.0524,850.2,5.9453
4538.0,60.0531,850.1,5.942
4539.0,60.0541,850.0,5.9388
4540.0,60.0546,849.9,5.9354
4541.0,60.0554,849.9,5.9321
4542.0,60.0562,849.7,5.9288
4543.0,60.0569,849.6,5.9255
4544.0,60.0575,849.5,5.9222
4545.0,60.0582,849.4,5.9189
4546.0,60.0588,849.3,5.9156
4547.0,60.0595,849.3,5.9123
4548.0,60.0602,849.1,5.909
4549.0,60.0609,849.0,5.9057
4550.0,60.0617,848.9,5.9024
4551.0,60.0624,848.8,5.8991
4552.0,60.0631,848.7,5.8958
4553.0,60.0638,848.6,5.8926
4554.0,60.0646,848.5,5.8893
4555.0,60.0653,848.4,5.886
4556.0,60.066,848.3,5.8827
4557.0,60.0667,848.2,5.8795
4558.0,60.0674,848.1,5.8762
4559.0,60.0682,848.0,5.8729
4560.0,60.0689,847.9,5.8697
4561.0,60.0696,847.8,5.8664
4562.0,60.0704,847.7,5.8632
4563.0,60.0711,847.6,5.8599
4564.0,60.0718,847.5,5.8567
4565.0,60.0725,847.4,5.8534
4566.0,60.0732,847.3,5.8501
