freq,T_b,Flux,T_RJ
Float,Float,Float,Float
GHz,K,Jy,K
Frequency,Brightness temperature,Total flux,Rayleigh-Jeans temperature
11179.0,55.4028,28.9,0.0333
11180.0,55.4028,28.88,0.0333
11181.0,55.4028,28.86,0.0333
11182.0,55.4028,28.85,0.0332
11183.0,55.4028,28.83,0.0332
11184.0,55.4027,28.81,0.0332
11185.0,55.4027,28.79,0.0332
11186.0,55.4027,28.77,0.0331
11187.0,55.4027,28.76,0.0331
11188.0,55.4026,28.74,0.0331
11189.0,55.4026,28.72,0.033
11190.0,55.4026,28.7,0.033
11191.0,55.4026,28.69,0.033
11192.0,55.4026,28.67,0.033
11193.0,55.4025,28.65,0.0329
11194.0,55.4025,28.63,0.0329
11195.0,55.4025,28.61,0.0329
11196.0,55.4025,28.6,0.0329
11197.0,55.4024,28.58,0.0328
11198.0,55.4024,28.56,0.0328
11199.0,55.4024,28.54,0.0328
11200.0,55.4024,28.53,0.0328
11201.0,55.4024,28.51,0.0327
11202.0,55.4023,28.49,0.0327
11203.0,55.4023,28.47,0.0327
11204.0,55.4023,28.45,0.0326
11205.0,55.4023,28.44,0.0326
11206.0,55.4023,28.42,0.0326
11207.0,55.4022,28.4,0.0326
11208.0,55.4022,28.38,0.0325
11209.0,55.4022,28.37,0.0325
11210.0,55.4022,28.35,0.0325
11211.0,55.4021,28.33,0.0325
11212.0,55.4021,28.31,0.0324
11213.0,55.4021,28.29,0.0324
11214.0,55.4021,28.28,0.0324
11215.0,55.4021,28.26,0.0324
11216.0,55.402,28.24,0.0323
11217.0,55.402,28.22,0.0323
11218.0,55.402,28.21,0.0323
11219.0,55.402,28.19,0.0322
11220.0,55.4019,28.17,0.0322
11221.0,55.4019,28.15,0.0322
11222.0,55.4019,28.13,0.0322
11223.0,55.4019,28.12,0.0321
11224.0,55.4019,28.1,0.0321
11225.0,55.4018,28.08,0.0321
11226.0,55.4018,28.06,0.0321
11227.0,55.4018,28.05,0.032
11228.0,55.4018,28.03,0.032
11229.0,55.4018,28.01,0.032
11230.0,55.4017,27.99,0.032
11231.0,55.4017,27.97,0.0319
11232.0,55.4017,27.96,0.0319
11233.0,55.4017,27.94,0.0319
11234.0,55.4016,27.92,0.0318
11235.0,55.4016,27.9,0.0318
11236.0,55.4016,27.89,0.0318
11237.0,55.4016,27.87,0.0318
11238.0,55.4016,27.85,0.0317
11239.0,55.4015,27.83,0.0317
11240.0,55.4015,27.81,0.0317
11241.0,55.4015,27.8,0.0317
11242.0,55.4015,27.78,0.0316
11243.0,55.4014,27.76,0.0316
11244.0,55.4014,27.74,0.0316
11245.0,55.4014,27.73,0.0315
11246.0,55.4014,27.71,0.0315
11247.0,55.4014,27.69,0.0315
11248.0,55.4013,27.67,0.0315
11249.0,55.4013,27.65,0.0314
11250.0,55.4013,27.64,0.0314
11251.0,55.4013,27.62,0.0314
11252.0,55.4013,27.6,0.0314
11253.0,55.4012,27.58,0.0313
11254.0,55.4012,27.57,0.0313
11255.0,55.4009,27.55,0.0313
11256.0,55.4005,27.53,0.0313
11257.0,55.4001,27.51,0.0312
11258.0,55.3997,27.5,0.0312
11259.0,55.3993,27.48,0.0312
11260.0,55.3989,27.46,0.0312
11261.0,55.3985,27.44,0.0311
11262.0,55.3981,27.43,0.0311
11263.0,55.3977,27.41,0.0311
11264.0,55.3973,27.39,0.0311
11265.0,55.3969,27.38,0.031
11266.0,55.3965,27.36,0.031
11267.0,55.3961,27.34,0.031
11268.0,55.3957,27.32,0.031
11269.0,55.3953,27.31,0.0309
11270.0,55.3949,27.29,0.0309
11271.0,55.3945,27.27,0.0309
11272.0,55.394,27.25,0.0309
11273.0,55.3936,27.24,0.0309
11274.0,55.3932,27.22,0.0308
11275.0,55.3928,27.2,0.0308
11276.0,55.3924,27.19,0.0308
11277.0,55.392,27.17,0.0308
11278.0,55.3916,27.15,0.0307
11279.0,55.3912,27.13,0.0307
11280.0,55.3908,27.12,0.0307
11281.0,55.3904,27.1,0.0307
11282.0,55.39,27.08,0.0306
11283.0,55.3896,27.06,0.0306
11284.0,55.3892,27.05,0.0306
11285.0,55.3888,27.03,0.0306
11286.0,55.3884,27.01,0.0305
11287.0,55.388,27.0,0.0305
11288.0,55.3876,26.98,0.0305
11289.0,55.3872,26.96,0.0305
11290.0,55.3868,26.94,0.0304
11291.0,55.3863,26.93,0.0304
11292.0,55.3859,26.91,0.0304
11293.0,55.3855,26.89,0.0304
11294.0,55.3851,26.87,0.0303
11295.0,55.3847,26.86,0.0303
11296.0,55.3843,26.84,0.0303
11297.0,55.3839,26.82,0.0303
11298.0,55.3835,26.81,0.0303
11299.0,55.3831,26.79,0.0302
11300.0,55.3827,26.77,0.0302
11301.0,55.3823,26.75,0.0302
11302.0,55.3819,26.74,0.0302
11303.0,55.3815,26.72,0.0301
11304.0,55.3811,26.7,0.0301
11305.0,55.3807,26.68,0.0301
11306.0,55.3803,26.67,0.0301
11307.0,55.3799,26.65,0.03
11308.0,55.3795,26.63,0.03
11309.0,55.3791,26.62,0.03
11310.0,55.3786,26.6,0.03
11311.0,55.3782,26.58,0.0299
11312.0,55.3778,26.56,0.0299
11313.0,55.3774,26.55,0.0299
11314.0,55.377,26.53,0.0299
11315.0,55.3766,26.51,0.0298
11316.0,55.3762,26.49,0.0298
11317.0,55.3758,26.48,0.0298
11318.0,55.3754,26.46,0.0298
11319.0,55.375,26.44,0.0297
11320.0,55.3746,26.43,0.0297
11321.0,55.3742,26.41,0.0297
11322.0,55.3738,26.39,0.0297
11323.0,55.3734,26.37,0.0297
11324.0,55.373,26.36,0.0296
11325.0,55.3726,26.34,0.0296
11326.0,55.3722,26.32,0.0296
11327.0,55.3718,26.3,0.0296
11328.0,55.3714,26.29,0.0295
11329.0,55.371,26.27,0.0295
11330.0,55.3705,26.25,0.0295
11331.0,55.3701,26.24,0.0295
11332.0,55.3697,26.22,0.0294
11333.0,55.3693,26.2,0.0294
11334.0,55.3689,26.18,0.0294
11335.0,55.3685,26.17,0.0294
11336.0,55.3681,26.15,0.0293
11337.0,55.3677,26.13,0.0293
11338.0,55.3673,26.11,0.0293
11339.0,55.3669,26.1,0.0293
11340.0,55.3665,26.08,0.0292
11341.0,55.3661,26.06,0.0292
11342.0,55.3657,26.05,0.0292
11343.0,55.3653,26.03,0.0292
11344.0,55.3649,26.01,0.0291
11345.0,55.3645,25.99,0.0291
11346.0,55.3641,25.98,0.0291
11347.0,55.3637,25.96,0.0291
11348.0,55.3633,25.94,0.0291
11349.0,55.3628,25.92,0.029
11350.0,55.3624,25.91,0.029
11351.0,55.362,25.89,0.029
11352.0,55.3616,25.87,0.029
11353.0,55.3612,25.86,0.0289
11354.0,55.3608,25.84,0.0289
11355.0,55.3604,25.82,0.0289
11356.0,55.36,25.8,0.0289
11357.0,55.3596,25.79,0.0288
11358.0,55.3592,25.77,0.0288
11359.0,55.3588,25.75,0.0288
11360.0,55.3584,25.73,0.0288
11361.0,55.358,25.72,0.0287
11362.0,55.3576,25.7,0.0287
11363.0,55.3572,25.68,0.0287
11364.0,55.3568,25.66,0.0287
11365.0,55.3564,25.65,0.0286
11366.0,55.356,25.63,0.0286
11367.0,55.3556,25.61,0.0286
11368.0,55.3551,25.6,0.0286
11369.0,55.3547,25.58,0.0285
11370.0,55.3543,25.56,0.0285
11371.0,55.3539,25.54,0.0285
11372.0,55.3535,25.53,0.0285
11373.0,55.3531,25.51,0.0285
11374.0,55.3527,25.49,0.0284
11375.0,55.3523,25.47,0.0284
11376.0,55.3519,25.46,0.0284
11377.0,55.3515,25.44,0.0284
11378.0,55.3511,25.42,0.0283
11379.0,55.3507,25.41,0.0283
11380.0,55.3503,25.39,0.0283
11381.0,55.3499,25.37,0.0283
11382.0,55.3495,25.35,0.0282
11383.0,55.3491,25.34,0.0282
11384.0,55.3487,25.32,0.0282
11385.0,55.3483,25.3,0.0282
11386.0,55.3479,25.28,0.0281
11387.0,55.3475,25.27,0.0281
11388.0,55.347,25.25,0.0281
11389.0,55.3466,25.23,0.0281
11390.0,55.3462,25.22,0.028
11391.0,55.3458,25.2,0.028
11392.0,55.3454,25.18,0.028
11393.0,55.345,25.16,0.028
11394.0,55.3446,25.15,0.0279
11395.0,55.3442,25.13,0.0279
11396.0,55.3438,25.11,0.0279
11397.0,55.3434,25.09,0.0279
11398.0,55.343,25.08,0.0279
11399.0,55.3426,25.06,0.0278
11400.0,55.3422,25.04,0.0278
11401.0,55.3418,25.03,0.0278
11402.0,55.3414,25.01,0.0278
11403.0,55.341,24.99,0.0277
11404.0,55.3406,24.97,0.0277
11405.0,55.3402,24.96,0.0277
11406.0,55.3398,24.94,0.0277
11407.0,55.3393,24.92,0.0276
11408.0,55.3389,24.9,0.0276
11409.0,55.3385,24.89,0.0276
11410.0,55.3381,24.87,0.0276
11411.0,55.3377,24.85,0.0275
11412.0,55.3373,24.84,0.0275
11413.0,55.3369,24.82,0.0275
11414.0,55.3365,24.8,0.0275
11415.0,55.3361,24.78,0.0274
11416.0,55.3357,24.77,0.0274
11417.0,55.3353,24.75,0.0274
11418.0,55.3349,24.73,0.0274
11419.0,55.3345,24.71,0.0273
11420.0,55.3341,24.7,0.0273
11421.0,55.3337,24.68,0.0273
11422.0,55.3333,24.66,0.0273
11423.0,55.3329,24.65,0.0273
11424.0,55.3325,24.63,0.0272
11425.0,55.3321,24.61,0.0272
11426.0,55.3316,24.59,0.0272
11427.0,55.3312,24.58,0.0272
11428.0,55.3308,24.56,0.0271
11429.0,55.3304,24.54,0.0271
11430.0,55.33,24.52,0.0271
11431.0,55.3296,24.51,0.0271
11432.0,55.3292,24.49,0.027
11433.0,55.3288,24.47,0.027
11434.0,55.3284,24.46,0.027
11435.0,55.328,24.44,0.027
11436.0,55.3276,24.42,0.0269
11437.0,55.3272,24.4,0.0269
11438.0,55.3268,24.39,0.0269
11439.0,55.3264,24.37,0.0269
11440.0,55.326,24.35,0.0268
11441.0,55.3256,24.33,0.0268
11442.0,55.3252,24.32,0.0268
11443.0,55.3248,24.3,0.0268
11444.0,55.3244,24.28,0.0268
11445.0,55.324,24.27,0.0267
11446.0,55.3235,24.25,0.0267
11447.0,55.3231,24.23,0.0267
11448.0,55.3227,24.21,0.0267
11449.0,55.3223,24.2,0.0266
11450.0,55.3219,24.18,0.0266
11451.0,55.3215,24.16,0.0266
11452.0,55.3211,24.14,0.0266
11453.0,55.3207,24.13,0.0265
11454.0,55.3203,24.11,0.0265
11455.0,55.3199,24.09,0.0265
11456.0,55.3195,24.07,0.0265
11457.0,55.3191,24.06,0.0264
11458.0,55.3187,24.04,0.0264
11459.0,55.3183,24.02,0.0264
11460.0,55.3179,24.01,0.0264
11461.0,55.3175,23.99,0.0263
11462.0,55.3171,23.97,0.0263
11463.0,55.3167,23.95,0.0263
11464.0,55.3163,23.94,0.0263
11465.0,55.3158,23.92,0.0262
11466.0,55.3154,23.9,0.0262
11467.0,55.315,23.88,0.0262
11468.0,55.3146,23.87,0.0262
11469.0,55.3142,23.85,0.0262
11470.0,55.3138,23.83,0.0261
11471.0,55.3134,23.82,0.0261
11472.0,55.313,23.8,0.0261
11473.0,55.3126,23.78,0.0261
11474.0,55.3122,23.76,0.026
11475.0,55.3118,23.75,0.026
11476.0,55.3114,23.73,0.026
11477.0,55.311,23.71,0.026
11478.0,55.3106,23.69,0.0259
11479.0,55.3102,23.68,0.0259
11480.0,55.3097,23.66,0.0259
11481.0,55.3093,23.65,0.0259
11482.0,55.3088,23.63,0.0258
11483.0,55.3084,23.62,0.0258
11484.0,55.308,23.6,0.0258
11485.0,55.3075,23.59,0.0258
11486.0,55.3071,23.57,0.0258
11487.0,55.3066,23.56,0.0257
11488.0,55.3062,23.54,0.0257
11489.0,55.3057,23.53,0.0257
11490.0,55.3053,23.51,0.0257
11491.0,55.3048,23.5,0.0257
11492.0,55.3044,23.48,0.0256
11493.0,55.3039,23.46,0.0256
11494.0,55.3035,23.45,0.0256
11495.0,55.303,23.43,0.0256
11496.0,55.3026,23.42,0.0256
11497.0,55.3021,23.4,0.0255
11498.0,55.3017,23.39,0.0255
11499.0,55.3012,23.37,0.0255
11500.0,55.3008,23.36,0.0255
11501.0,55.3003,23.34,0.0255
11502.0,55.2999,23.33,0.0254
11503.0,55.2994,23.31,0.0254
11504.0,55.299,23.3,0.0254
11505.0,55.2986,23.28,0.0254
11506.0,55.2981,23.27,0.0254
11507.0,55.2977,23.25,0.0253
11508.0,55.2972,23.24,0.0253
11509.0,55.2968,23.22,0.0253
11510.0,55.2963,23.21,0.0253
11511.0,55.2959,23.19,0.0253
11512.0,55.2954,23.18,0.0252
11513.0,55.295,23.16,0.0252
11514.0,55.2945,23.15,0.0252
11515.0,55.2941,23.13,0.0252
11516.0,55.2936,23.12,0.0252
11517.0,55.2932,23.1,0.0251
11518.0,55.2927,23.09,0.0251
11519.0,55.2923,23.07,0.0251
11520.0,55.2918,23.06,0.0251
11521.0,55.2914,23.04,0.025
11522.0,55.2909,23.03,0.025
11523.0,55.2905,23.01,0.025
11524.0,55.29,23.0,0.025
11525.0,55.2896,22.98,0.025
11526.0,55.2891,22.97,0.0249
11527.0,55.2887,22.95,0.0249
11528.0,55.2883,22.94,0.0249
11529.0,55.2878,22.92,0.0249
11530.0,55.2874,22.91,0.0249
11531.0,55.2869,22.89,0.0248
11532.0,55.2865,22.88,0.0248
11533.0,55.286,22.86,0.0248
11534.0,55.2856,22.85,0.0248
11535.0,55.2851,22.83,0.0248
11536.0,55.2847,22.82,0.0247
11537.0,55.2842,22.8,0.0247
11538.0,55.2838,22.78,0.0247
11539.0,55.2833,22.77,0.0247
11540.0,55.2829,22.75,0.0247
11541.0,55.2824,22.74,0.0246
11542.0,55.282,22.72,0.0246
11543.0,55.2815,22.71,0.0246
11544.0,55.2811,22.69,0.0246
11545.0,55.2806,22.68,0.0246
11546.0,55.2802,22.66,0.0245
11547.0,55.2797,22.65,0.0245
11548.0,55.2793,22.63,0.0245
11549.0,55.2788,22.62,0.0245
11550.0,55.2784,22.6,0.0245
11551.0,55.278,22.59,0.0244
11552.0,55.2775,22.57,0.0244
11553.0,55.2771,22.56,0.0244
11554.0,55.2766,22.54,0.0244
11555.0,55.2762,22.53,0.0244
11556.0,55.2757,22.51,0.0243
11557.0,55.2753,22.5,0.0243
11558.0,55.2748,22.48,0.0243
11559.0,55.2744,22.47,0.0243
11560.0,55.2739,22.45,0.0243
11561.0,55.2735,22.44,0.0242
11562.0,55.273,22.42,0.0242
11563.0,55.2726,22.41,0.0242
11564.0,55.2721,22.39,0.0242
11565.0,55.2717,22.38,0.0241
11566.0,55.2712,22.36,0.0241
11567.0,55.2708,22.35,0.0241
11568.0,55.2703,22.33,0.0241
11569.0,55.2699,22.32,0.0241
11570.0,55.2694,22.3,0.024
11571.0,55.269,22.29,0.024
11572.0,55.2686,22.27,0.024
11573.0,55.2681,22.26,0.024
11574.0,55.2677,22.24,0.024
11575.0,55.2672,22.23,0.0239
11576.0,55.2668,22.21,0.0239
11577.0,55.2663,22.2,0.0239
11578.0,55.2659,22.18,0.0239
11579.0,55.2654,22.17,0.0239
11580.0,55.265,22.15,0.0238
11581.0,55.2645,22.13,0.0238
11582.0,55.2641,22.12,0.0238
11583.0,55.2636,22.1,0.0238
11584.0,55.2632,22.09,0.0238
11585.0,55.2627,22.07,0.0237
11586.0,55.2623,22.06,0.0237
11587.0,55.2618,22.04,0.0237
11588.0,55.2614,22.03,0.0237
11589.0,55.2609,22.01,0.0237
11590.0,55.2605,22.0,0.0236
11591.0,55.26,21.98,0.0236
11592.0,55.2596,21.97,0.0236
11593.0,55.2591,21.95,0.0236
11594.0,55.2587,21.94,0.0236
11595.0,55.2583,21.92,0.0235
11596.0,55.2578,21.91,0.0235
11597.0,55.2574,21.89,0.0235
11598.0,55.2569,21.88,0.0235
11599.0,55.2565,21.86,0.0235
11600.0,55.256,21.85,0.0234
11601.0,55.2556,21.83,0.0234
11602.0,55.2551,21.82,0.0234
11603.0,55.2547,21.8,0.0234
11604.0,55.2542,21.79,0.0233
11605.0,55.2538,21.77,0.0233
11606.0,55.2533,21.76,0.0233
11607.0,55.2529,21.74,0.0233
11608.0,55.2524,21.73,0.0233
11609.0,55.252,21.71,0.0232
11610.0,55.2515,21.7,0.0232
11611.0,55.2511,21.68,0.0232
11612.0,55.2506,21.67,0.0232
11613.0,55.2502,21.65,0.0232
11614.0,55.2497,21.64,0.0231
11615.0,55.2493,21.62,0.0231
11616.0,55.2489,21.61,0.0231
11617.0,55.2484,21.59,0.0231
11618.0,55.248,21.58,0.0231
11619.0,55.2475,21.56,0.023
11620.0,55.2471,21.55,0.023
11621.0,55.2466,21.53,0.023
11622.0,55.2462,21.52,0.023
11623.0,55.2457,21.5,0.023
11624.0,55.2453,21.48,0.0229
11625.0,55.2448,21.47,0.0229
11626.0,55.2444,21.45,0.0229
11627.0,55.2439,21.44,0.0229
11628.0,55.2435,21.42,0.0229
11629.0,55.243,21.41,0.0228
11630.0,55.2426,21.39,0.0228
11631.0,55.2421,21.38,0.0228
11632.0,55.2417,21.36,0.0228
11633.0,55.2412,21.35,0.0228
11634.0,55.2408,21.33,0.0227
11635.0,55.2403,21.32,0.0227
11636.0,55.2399,21.3,0.0227
11637.0,55.2394,21.29,0.0227
11638.0,55.239,21.27,0.0227
11639.0,55.2386,21.26,0.0226
11640.0,55.2381,21.24,0.0226
11641.0,55.2377,21.23,0.0226
11642.0,55.2372,21.21,0.0226
11643.0,55.2368,21.2,0.0226
11644.0,55.2363,21.18,0.0225
11645.0,55.2359,21.17,0.0225
11646.0,55.2354,21.15,0.0225
11647.0,55.235,21.14,0.0225
11648.0,55.2345,21.12,0.0224
11649.0,55.2341,21.11,0.0224
11650.0,55.2336,21.09,0.0224
11651.0,55.2332,21.08,0.0224
11652.0,55.2327,21.06,0.0224
11653.0,55.2323,21.05,0.0223
11654.0,55.2318,21.03,0.0223
11655.0,55.2314,21.02,0.0223
11656.0,55.2309,21.0,0.0223
11657.0,55.2305,20.99,0.0223
11658.0,55.23,20.97,0.0222
11659.0,55.2296,20.96,0.0222
11660.0,55.2291,20.94,0.0222
11661.0,55.2287,20.93,0.0222
11662.0,55.2283,20.91,0.0222
11663.0,55.2278,20.9,0.0221
11664.0,55.2274,20.88,0.0221
11665.0,55.2269,20.87,0.0221
11666.0,55.2265,20.85,0.0221
11667.0,55.226,20.84,0.0221
11668.0,55.2256,20.82,0.022
11669.0,55.2251,20.8,0.022
11670.0,55.2247,20.79,0.022
11671.0,55.2242,20.77,0.022
11672.0,55.2238,20.76,0.022
11673.0,55.2233,20.74,0.0219
11674.0,55.2229,20.73,0.0219
11675.0,55.2224,20.71,0.0219
11676.0,55.222,20.7,0.0219
11677.0,55.2215,20.68,0.0219
11678.0,55.2211,20.67,0.0218
11679.0,55.2206,20.65,0.0218
11680.0,55.2202,20.64,0.0218
11681.0,55.2197,20.62,0.0218
11682.0,55.2193,20.61,0.0218
11683.0,55.2189,20.59,0.0217
11684.0,55.2184,20.58,0.0217
11685.0,55.218,20.56,0.0217
11686.0,55.2175,20.55,0.0217
11687.0,55.2171,20.53,0.0217
11688.0,55.2166,20.52,0.0216
11689.0,55.2162,20.5,0.0216
11690.0,55.2157,20.49,0.0216
11691.0,55.2153,20.47,0.0216
11692.0,55.2148,20.46,0.0215
11693.0,55.2144,20.44,0.0215
11694.0,55.2139,20.43,0.0215
11695.0,55.2135,20.41,0.0215
11696.0,55.213,20.4,0.0215
11697.0,55.2126,20.38,0.0214
11698.0,55.2121,20.37,0.0214
11699.0,55.2117,20.35,0.0214
11700.0,55.2112,20.34,0.0214
11701.0,55.2108,20.32,0.0214
11702.0,55.2103,20.31,0.0213
11703.0,55.2099,20.29,0.0213
11704.0,55.2094,20.28,0.0213
11705.0,55.209,20.26,0.0213
11706.0,55.2086,20.25,0.0213
11707.0,55.2081,20.23,0.0212
11708.0,55.2077,20.22,0.0212
11709.0,55.2072,20.2,0.0212
11710.0,55.2067,20.19,0.0212
11711.0,55.2061,20.17,0.0212
11712.0,55.2056,20.16,0.0211
11713.0,55.205,20.15,0.0211
11714.0,55.2045,20.13,0.0211
11715.0,55.2039,20.12,0.0211
11716.0,55.2034,20.11,0.0211
11717.0,55.2028,20.09,0.0211
11718.0,55.2023,20.08,0.021
11719.0,55.2017,20.07,0.021
11720.0,55.2012,20.05,0.021
11721.0,55.2006,20.04,0.021
11722.0,55.2,20.03,0.021
11723.0,55.1995,20.01,0.021
11724.0,55.1989,20.0,0.0209
11725.0,55.1984,19.99,0.0209
11726.0,55.1978,19.97,0.0209
11727.0,55.1973,19.96,0.0209
11728.0,55.1967,19.95,0.0209
11729.0,55.1962,19.93,0.0209
11730.0,55.1956,19.92,0.0208
11731.0,55.1951,19.91,0.0208
11732.0,55.1945,19.89,0.0208
11733.0,55.194,19.88,0.0208
11734.0,55.1934,19.87,0.0208
11735.0,55.1929,19.85,0.0208
11736.0,55.1923,19.84,0.0207
11737.0,55.1918,19.82,0.0207
11738.0,55.1912,19.81,0.0207
11739.0,55.1907,19.8,0.0207
11740.0,55.1901,19.78,0.0207
11741.0,55.1896,19.77,0.0207
11742.0,55.189,19.76,0.0206
11743.0,55.1885,19.74,0.0206
11744.0,55.1879,19.73,0.0206
11745.0,55.1874,19.72,0.0206
11746.0,55.1868,19.7,0.0206
11747.0,55.1863,19.69,0.0206
11748.0,55.1857,19.68,0.0205
11749.0,55.1852,19.66,0.0205
11750.0,55.1846,19.65,0.0205
11751.0,55.1841,19.64,0.0205
11752.0,55.1835,19.62,0.0205
11753.0,55.183,19.61,0.0204
11754.0,55.1824,19.6,0.0204
11755.0,55.1819,19.58,0.0204
11756.0,55.1813,19.57,0.0204
11757.0,55.1808,19.56,0.0204
11758.0,55.1802,19.54,0.0204
11759.0,55.1797,19.53,0.0203
11760.0,55.1791,19.52,0.0203
11761.0,55.1786,19.5,0.0203
11762.0,55.178,19.49,0.0203
11763.0,55.1775,19.48,0.0203
11764.0,55.1769,19.46,0.0203
11765.0,55.1764,19.45,0.0202
11766.0,55.1758,19.44,0.0202
11767.0,55.1753,19.42,0.0202
11768.0,55.1747,19.41,0.0202
11769.0,55.1742,19.4,0.0202
11770.0,55.1736,19.38,0.0202
11771.0,55.1731,19.37,0.0201
11772.0,55.1725,19.36,0.0201
11773.0,55.172,19.34,0.0201
11774.0,55.1714,19.33,0.0201
11775.0,55.1709,19.32,0.0201
11776.0,55.1703,19.3,0.0201
11777.0,55.1698,19.29,0.02
11778.0,55.1692,19.28,0.02
11779.0,55.1687,19.26,0.02
11780.0,55.1681,19.25,0.02
11781.0,55.1675,19.23,0.02
11782.0,55.167,19.22,0.02
11783.0,55.1664,19.21,0.0199
11784.0,55.1659,19.19,0.0199
11785.0,55.1653,19.18,0.0199
11786.0,55.1648,19.17,0.0199
11787.0,55.1642,19.15,0.0199
11788.0,55.1637,19.14,0.0199
11789.0,55.1631,19.13,0.0198
11790.0,55.1626,19.11,0.0198
11791.0,55.162,19.1,0.0198
11792.0,55.1615,19.09,0.0198
11793.0,55.1609,19.07,0.0198
11794.0,55.1604,19.06,0.0197
11795.0,55.1598,19.05,0.0197
11796.0,55.1593,19.03,0.0197
11797.0,55.1587,19.02,0.0197
11798.0,55.1582,19.01,0.0197
11799.0,55.1576,18.99,0.0197
11800.0,55.1571,18.98,0.0196
11801.0,55.1565,18.97,0.0196
11802.0,55.156,18.95,0.0196
11803.0,55.1554,18.94,0.0196
11804.0,55.1549,18.93,0.0196
11805.0,55.1543,18.91,0.0196
11806.0,55.1538,18.9,0.0195
11807.0,55.1532,18.89,0.0195
11808.0,55.1527,18.87,0.0195
11809.0,55.1521,18.86,0.0195
11810.0,55.1516,18.85,0.0195
11811.0,55.151,18.83,0.0195
11812.0,55.1505,18.82,0.0194
11813.0,55.1499,18.81,0.0194
11814.0,55.1494,18.79,0.0194
11815.0,55.1488,18.78,0.0194
11816.0,55.1483,18.77,0.0194
11817.0,55.1477,18.75,0.0194
11818.0,55.1472,18.74,0.0193
11819.0,55.1466,18.73,0.0193
11820.0,55.1461,18.71,0.0193
11821.0,55.1455,18.7,0.0193
11822.0,55.145,18.69,0.0193
11823.0,55.1444,18.67,0.0193
11824.0,55.1439,18.66,0.0192
11825.0,55.1433,18.64,0.0192
11826.0,55.1428,18.63,0.0192
11827.0,55.1422,18.62,0.0192
11828.0,55.1417,18.6,0.0192
11829.0,55.1411,18.59,0.0192
11830.0,55.1406,18.58,0.0191
11831.0,55.14,18.56,0.0191
11832.0,55.1395,18.55,0.0191
11833.0,55.1389,18.54,0.0191
11834.0,55.1384,18.52,0.0191
11835.0,55.1378,18.51,0.019
11836.0,55.1373,18.5,0.019
11837.0,55.1367,18.48,0.019
11838.0,55.1362,18.47,0.019
11839.0,55.1356,18.46,0.019
11840.0,55.135,18.44,0.019
11841.0,55.1345,18.43,0.0189
11842.0,55.1339,18.42,0.0189
11843.0,55.1334,18.4,0.0189
11844.0,55.1328,18.39,0.0189
11845.0,55.1323,18.38,0.0189
11846.0,55.1317,18.36,0.0189
11847.0,55.1312,18.35,0.0188
11848.0,55.1306,18.34,0.0188
11849.0,55.1301,18.32,0.0188
11850.0,55.1295,18.31,0.0188
11851.0,55.129,18.3,0.0188
11852.0,55.1284,18.28,0.0188
11853.0,55.1279,18.27,0.0187
11854.0,55.1273,18.26,0.0187
11855.0,55.1268,18.24,0.0187
11856.0,55.1262,18.23,0.0187
11857.0,55.1257,18.22,0.0187
11858.0,55.1251,18.2,0.0187
11859.0,55.1246,18.19,0.0186
11860.0,55.124,18.18,0.0186
11861.0,55.1235,18.16,0.0186
11862.0,55.1229,18.15,0.0186
11863.0,55.1224,18.14,0.0186
11864.0,55.1218,18.12,0.0186
11865.0,55.1213,18.11,0.0185
11866.0,55.1207,18.1,0.0185
11867.0,55.1202,18.08,0.0185
11868.0,55.1196,18.07,0.0185
11869.0,55.1191,18.05,0.0185
11870.0,55.1185,18.04,0.0185
11871.0,55.118,18.03,0.0184
11872.0,55.1174,18.01,0.0184
11873.0,55.1169,18.0,0.0184
11874.0,55.1163,17.99,0.0184
11875.0,55.1158,17.97,0.0184
11876.0,55.1152,17.96,0.0183
11877.0,55.1147,17.95,0.0183
11878.0,55.1141,17.93,0.0183
11879.0,55.1136,17.92,0.0183
11880.0,55.113,17.91,0.0183
11881.0,55.1125,17.89,0.0183
11882.0,55.1119,17.88,0.0182
11883.0,55.1114,17.87,0.0182
11884.0,55.1108,17.85,0.0182
11885.0,55.1103,17.84,0.0182
11886.0,55.1097,17.83,0.0182
11887.0,55.1092,17.81,0.0182
11888.0,55.1086,17.8,0.0181
11889.0,55.1081,17.79,0.0181
11890.0,55.1075,17.77,0.0181
11891.0,55.107,17.76,0.0181
11892.0,55.1064,17.75,0.0181
11893.0,55.1059,17.73,0.0181
11894.0,55.1053,17.72,0.018
11895.0,55.1048,17.71,0.018
11896.0,55.1042,17.69,0.018
11897.0,55.1036,17.68,0.018
11898.0,55.1031,17.67,0.018
11899.0,55.1025,17.65,0.018
11900.0,55.102,17.64,0.0179
11901.0,55.1014,17.63,0.0179
11902.0,55.1009,17.61,0.0179
11903.0,55.1003,17.6,0.0179
11904.0,55.0998,17.59,0.0179
11905.0,55.0992,17.57,0.0179
11906.0,55.0987,17.56,0.0178
11907.0,55.0981,17.55,0.0178
11908.0,55.0976,17.53,0.0178
11909.0,55.097,17.52,0.0178
11910.0,55.0965,17.51,0.0178
11911.0,55.0959,17.49,0.0178
11912.0,55.0954,17.48,0.0177
11913.0,55.0948,17.46,0.0177
11914.0,55.0943,17.45,0.0177
11915.0,55.0937,17.44,0.0177
11916.0,55.0932,17.42,0.0177
11917.0,55.0926,17.41,0.0176
11918.0,55.0921,17.4,0.0176
